Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,16:39:26.623617,16:39:27.731429,-1,-1.0
1,16:39:26.623617,16:39:28.172360,-1,-1.0
1,16:39:26.623617,16:39:29.015961,1,-1.0
1,16:39:26.623617,16:39:29.817145,-1,-1.0
1,16:39:26.623617,16:39:30.179659,-1,-1.0
1,16:39:26.623617,16:39:30.628419,1,-1.0
