Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,16:57:39.807047,16:57:53.172405,1,-1.0
1,16:57:39.807047,16:57:53.359792,1,-1.0
1,16:57:39.807047,16:57:53.561177,1,-1.0
1,16:57:39.807047,16:57:53.738175,1,-1.0
1,16:57:39.807047,16:57:53.961081,1,-1.0
1,16:57:39.807047,16:57:54.168250,1,-1.0
1,16:57:39.807047,16:57:54.358200,1,-1.0
1,16:57:39.807047,16:57:54.546546,1,-1.0
1,16:57:39.807047,16:57:54.733637,1,-1.0
1,16:57:39.807047,16:57:54.926888,1,-1.0
1,16:57:39.807047,16:57:55.113225,1,-1.0
1,16:57:39.807047,16:57:55.310634,1,-1.0
1,16:57:39.807047,16:57:55.517099,1,-1.0
1,16:57:39.807047,16:57:55.706728,1,-1.0
1,16:57:39.807047,16:57:55.900597,1,-1.0
1,16:57:39.807047,16:57:56.104440,1,-1.0
1,16:57:39.807047,16:57:56.321483,1,-1.0
1,16:57:39.807047,16:57:56.551840,1,-1.0
1,16:57:39.807047,16:57:56.764959,1,-1.0
1,16:57:39.807047,16:57:56.978659,1,-1.0
1,16:57:39.807047,16:57:57.206503,1,-1.0
1,16:57:39.807047,16:57:57.375487,1,-1.0
1,16:57:39.807047,16:57:57.592107,1,-1.0
1,16:57:39.807047,16:57:57.812006,1,-1.0
1,16:57:39.807047,16:57:58.036849,1,-1.0
1,16:57:39.807047,16:57:58.326495,1,-1.0
1,16:57:39.807047,16:57:58.559959,1,-1.0
1,16:57:39.807047,16:57:58.807831,1,-1.0
1,16:57:39.807047,16:57:59.053615,1,-1.0
1,16:57:39.807047,16:57:59.276128,1,-1.0
1,16:57:39.807047,16:57:59.492181,1,-1.0
